,Wind_Onshore,Wind_Offshore,Solar,Run_of_River,Nuclear,Coal,CCGT,OCGT,E_ENS,Hydro_Storage
0,2.06,4.17,0,0.2,11.5,51,79,109.93,1000,0.2
